saddr,saddr-raw,daddr,daddr-raw,ipid,ttl,classification,success,sport,dport,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,udp_pkt_size,data,repeat,cooldown,timestamp-str,timestamp-ts,timestamp-us
85.17.54.164,2755006805,172.20.88.54,911742124,45924,54,udp,1,161,43092,,,,,121,306f020103300f02024a69020300ffe304010002010304233021041180001f8880005aea0f93ac97640000000002012602030892130400040004003034041180001f8880005aea0f93ac9764000000000400a81d020237f00201000201003011300f060a2b060106030f01010400410131,0,0,2025-06-02T11:18:37.904+0200,1748855917,904273
37.114.94.21,358511141,172.20.88.54,911742124,4806,245,udp,1,161,47678,,,,,113,3067020103300e02024a6902020800040100020103041f301d040c0000000903005c3e06c2ab200201030204020cb1720400040004003031040c0000000903005c3e06c2ab200400a81f020237f002010002010030133011060a2b060106030f0101040041030f80a0,0,0,2025-06-02T11:18:37.904+0200,1748855917,904364
31.161.24.201,3373834527,172.20.88.54,911742124,21246,243,udp,1,161,55856,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300a47806fa4c0002010602040139a1dc0400040004003030040c800000090300a47806fa4c000400a81e020237f002010002010030123010060a2b060106030f01010400410249fc,0,0,2025-06-02T11:18:37.904+0200,1748855917,904503
83.174.133.137,2307239507,172.20.88.54,911742124,28079,244,udp,1,161,52433,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300a4934c09154002010302040158ee1d0400040004003030040c800000090300a4934c0915400400a81e020237f002010002010030123010060a2b060106030f0101040041022238,0,0,2025-06-02T11:18:37.904+0200,1748855917,904990
83.137.142.219,3683551571,172.20.88.54,911742124,49261,242,udp,1,161,35818,,,,,109,3063020103300e02024a6902022ee004010002010304293027040b800007db03dcef807f777202010a02037015ad0400040c0000000000000000000000000400302304000400a81d02010002010002010030123010060a2b060106030f01010400410205cb,0,0,2025-06-02T11:18:37.905+0200,1748855917,905152
46.144.48.8,137400366,172.20.88.54,911742124,28306,245,udp,1,161,59981,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c8000000903004c776da66918020104020401653edb0400040004003030040c8000000903004c776da669180400a81e020237f002010002010030123010060a2b060106030f01010400410215ea,0,0,2025-06-02T11:18:37.905+0200,1748855917,905447
83.86.142.18,311318099,172.20.88.54,911742124,48961,50,udp,1,161,60733,,,,,111,3065020103300e02024a6902020578040100020103041e301c040c80000b2f0508952a835b6333020101020317abc80400040004003030040c80000b2f0508952a835b63330400a81e020237f002010002010030123010060a2b060106030f01010400410201de,0,0,2025-06-02T11:18:37.905+0200,1748855917,905710
37.235.114.41,695397157,172.20.88.54,911742124,63710,245,udp,1,161,33082,,,,,112,3066020103300e02024a69020205dc040100020103041e301c040c80000009030028affdf0ac0002011802032e4d530400040004003031040c80000009030028affdf0ac000400a81f020237f002010002010030133011060a2b060106030f0101040041030cdd1e,0,0,2025-06-02T11:18:37.905+0200,1748855917,905942
83.82.199.152,2563199571,172.20.88.54,911742124,61209,51,udp,1,161,45394,,,,,111,3065020103300e02024a6902020578040100020103041e301c040c8000124c05c038969ecb5b3302015f02031f9ea70400040004003030040c8000124c05c038969ecb5b330400a81e020237f002010002010030123010060a2b060106030f01010400410201f7,0,0,2025-06-02T11:18:37.906+0200,1748855917,906072
31.149.105.95,1600754975,172.20.88.54,911742124,57803,245,udp,1,161,57446,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c80000009030000f28bb55bcc0201030204064df24c0400040004003030040c80000009030000f28bb55bcc0400a81e020237f002010002010030123010060a2b060106030f010104004102356a,0,0,2025-06-02T11:18:37.906+0200,1748855917,906211
84.28.47.0,3087444,172.20.88.54,911742124,16112,242,udp,1,161,51352,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300285261fb640002010f020401d5b1970400040004003031040c800000090300285261fb64000400a81f020237f002010002010030133011060a2b060106030f010104004103070436,0,0,2025-06-02T11:18:37.906+0200,1748855917,906333
31.3.13.8,135070495,172.20.88.54,911742124,47873,244,udp,1,161,59928,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009030058ac7826908002010b020405f0ab5c0400040004003031040c80000009030058ac782690800400a81f020237f002010002010030133011060a2b060106030f010104004103346601,0,0,2025-06-02T11:18:37.906+0200,1748855917,906560
77.243.232.253,4259902285,172.20.88.54,911742124,53292,245,udp,1,161,55628,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c8000000903000005740fb2bc02010802040b78a2680400040004003031040c8000000903000005740fb2bc0400a81f020237f002010002010030133011060a2b060106030f010104004103510ee4,0,0,2025-06-02T11:18:37.906+0200,1748855917,906857
31.149.131.25,428053791,172.20.88.54,911742124,22444,244,udp,1,161,46655,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c800000090300e4387ecdcc8002010c0203475eb10400040004003030040c800000090300e4387ecdcc800400a81e020237f002010002010030123010060a2b060106030f010104004102019e,0,0,2025-06-02T11:18:37.907+0200,1748855917,907164
83.84.188.115,1941722195,172.20.88.54,911742124,15528,50,udp,1,161,47484,,,,,111,3065020103300e02024a6902020578040100020103041e301c040c80000b2f05d0b2c452b8c23302010102033b48d00400040004003030040c80000b2f05d0b2c452b8c2330400a81e020237f002010002010030123010060a2b060106030f01010400410206fc,0,0,2025-06-02T11:18:37.907+0200,1748855917,907368
31.149.132.193,3246691615,172.20.88.54,911742124,37645,245,udp,1,161,36931,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300e4a41c031d0002010602040220415d0400040004003030040c800000090300e4a41c031d000400a81e020237f002010002010030123010060a2b060106030f01010400410209a8,0,0,2025-06-02T11:18:37.907+0200,1748855917,907486
80.114.57.0,3764816,172.20.88.54,911742124,33126,242,udp,1,161,40570,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009030094d469545c0002010c020401ddc52b0400040004003031040c80000009030094d469545c000400a81f020237f002010002010030133011060a2b060106030f01010400410305eff0,0,0,2025-06-02T11:18:37.907+0200,1748855917,907642
84.241.186.51,867889492,172.20.88.54,911742124,28660,244,udp,1,161,45598,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009030000c88b2c9b0002010f0204044973850400040004003031040c80000009030000c88b2c9b000400a81f020237f002010002010030133011060a2b060106030f010104004103074cfd,0,0,2025-06-02T11:18:37.908+0200,1748855917,908134
83.167.217.1,31041363,172.20.88.54,911742124,31036,242,udp,1,161,57740,,,,,110,3064020103300e02024a69020205dc040100020103041e301c040c80000009030044b6be750c0002013d0203081fcb040004000400302f040c80000009030044b6be750c000400a81d020237f00201000201003011300f060a2b060106030f0101040041012a,0,0,2025-06-02T11:18:37.908+0200,1748855917,908541
83.98.255.201,3388957267,172.20.88.54,911742124,19380,245,udp,1,161,52697,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009030000c88b4fed0002010f020402cc7c7b0400040004003031040c80000009030000c88b4fed000400a81f020237f002010002010030133011060a2b060106030f0101040041030a4299,0,0,2025-06-02T11:18:37.908+0200,1748855917,908928
81.92.186.177,2981780561,172.20.88.54,911742124,30223,245,udp,1,161,43376,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c800000090300e4aa5dc51d4a0201170203082b1d0400040004003030040c800000090300e4aa5dc51d4a0400a81e020237f002010002010030123010060a2b060106030f01010400410212f9,0,0,2025-06-02T11:18:37.909+0200,1748855917,909049
46.19.219.81,1373311790,172.20.88.54,911742124,39562,52,udp,1,161,52598,,,,,115,3069020103300e02024a69020208000401000201030420301e040d80000634b20400001014ccd196020102020407541f830400040004003032040d80000634b20400001014ccd1960400a81f020237f002010002010030133011060a2b060106030f0101040041030907e6,0,0,2025-06-02T11:18:37.909+0200,1748855917,909425
62.200.202.145,2445985854,172.20.88.54,911742124,49663,243,udp,1,161,53155,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c800000090300ec1d8bb2522002012a020356ca570400040004003030040c800000090300ec1d8bb252200400a81e020237f002010002010030123010060a2b060106030f01010400410209e9,0,0,2025-06-02T11:18:37.909+0200,1748855917,909807
85.147.80.15,256938837,172.20.88.54,911742124,16016,51,udp,1,161,51497,,,,,111,3065020103300e02024a6902020578040100020103041f301d040c8000124c0538b1db9d2139330202009b020303bb04040004000400302f040c8000124c0538b1db9d2139330400a81d020237f00201000201003011300f060a2b060106030f01010400410112,0,0,2025-06-02T11:18:37.909+0200,1748855917,909958
46.226.58.96,1614471726,172.20.88.54,911742124,51632,248,udp,1,161,39151,,,,,113,3067020103300e02024a6902020800040100020103041f301d040c000000090300d46d502069de02010902040272422b0400040004003031040c000000090300d46d502069de0400a81f020237f002010002010030133011060a2b060106030f01010400410301f2ce,0,0,2025-06-02T11:18:37.910+0200,1748855917,910063
45.11.165.103,1738869549,172.20.88.54,911742124,11870,242,udp,1,161,53102,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300a89d217ec57d02010202040525129a0400040004003030040c800000090300a89d217ec57d0400a81e020237f002010002010030123010060a2b060106030f0101040041023cde,0,0,2025-06-02T11:18:37.910+0200,1748855917,910295
83.167.199.137,2311563091,172.20.88.54,911742124,20002,242,udp,1,161,58350,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c8000000903007411b2a40e000201180203223c010400040004003030040c8000000903007411b2a40e000400a81e020237f002010002010030123010060a2b060106030f01010400410200dc,0,0,2025-06-02T11:18:37.910+0200,1748855917,910873
77.93.69.33,558193997,172.20.88.54,911742124,7367,53,udp,1,161,35103,,,,,122,3070020103300f02024a69020300ffe304010002010304233021041180001f88800f86a34e45d4e5670000000002010102035798290400040004003035041180001f88800f86a34e45d4e567000000000400a81e020237f002010002010030123010060a2b060106030f0101040041020b13,0,0,2025-06-02T11:18:37.911+0200,1748855917,911030
83.167.201.242,4073301843,172.20.88.54,911742124,36490,241,udp,1,161,53071,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c8000000903007cad4f2acf8002010c0203641f720400040004003030040c8000000903007cad4f2acf800400a81e020237f002010002010030123010060a2b060106030f0101040041020868,0,0,2025-06-02T11:18:37.911+0200,1748855917,911186
45.88.7.99,1661425709,172.20.88.54,911742124,15572,44,udp,1,161,40679,,,,,123,3071020103300f02024a69020300ffe304010002010304233021041180001f8880a982317961d6e46700000000020104020346f9a70400040004003036041180001f8880a982317961d6e467000000000400a81f020237f002010002010030133011060a2b060106030f01010400410305491c,0,0,2025-06-02T11:18:37.911+0200,1748855917,911340
46.44.149.202,3398773806,172.20.88.54,911742124,4599,242,udp,1,161,49174,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c8000000903005897bd94b3e002010502040610d8a50400040004003030040c8000000903005897bd94b3e00400a81e020237f002010002010030123010060a2b060106030f0101040041020f3a,0,0,2025-06-02T11:18:37.911+0200,1748855917,911745
84.38.235.150,2531993172,172.20.88.54,911742124,36918,54,udp,1,161,35366,,,,,109,3063020103300f02024a69020300ffe3040100020103041b3019040b8000000903f80f6fe4c6500201000201000400040004003030040b8000000903f80f6fe4c6500400a81f020237f002010002010030133011060a2b060106030f010104004103080eab,0,0,2025-06-02T11:18:37.911+0200,1748855917,911894
83.143.188.86,1455198035,172.20.88.54,911742124,52408,56,udp,1,161,51530,,,,,109,3063020103300f02024a69020300ffe3040100020103041b3019040b80000009032c3311a412f00201000201000400040004003030040b80000009032c3311a412f00400a81f020237f002010002010030133011060a2b060106030f01010400410309a9b6,0,0,2025-06-02T11:18:37.912+0200,1748855917,912044
83.86.124.255,4286338643,172.20.88.54,911742124,28111,243,udp,1,161,55801,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300d4ad710c780002010c020401ba2b620400040004003031040c800000090300d4ad710c78000400a81f020237f002010002010030133011060a2b060106030f01010400410305aa55,0,0,2025-06-02T11:18:37.912+0200,1748855917,912250
37.114.89.24,408515109,172.20.88.54,911742124,10486,244,udp,1,161,58123,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c80000009030074a2e677bc6002010202040124ec600400040004003030040c80000009030074a2e677bc600400a81e020237f002010002010030123010060a2b060106030f010104004102182f,0,0,2025-06-02T11:18:37.912+0200,1748855917,912361
77.250.10.0,719437,172.20.88.54,911742124,10510,242,udp,1,161,58158,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009030000ebd5ed680002010d020401b7812d0400040004003031040c80000009030000ebd5ed68000400a81f020237f002010002010030133011060a2b060106030f01010400410305a33b,0,0,2025-06-02T11:18:37.912+0200,1748855917,912446
46.226.58.200,3359302190,172.20.88.54,911742124,20045,243,udp,1,161,48557,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300d4e880f60e000201210204038f5aa40400040004003031040c800000090300d4e880f60e000400a81f020237f002010002010030133011060a2b060106030f0101040041030993b2,0,0,2025-06-02T11:18:37.912+0200,1748855917,912564
37.139.16.233,3910175525,172.20.88.54,911742124,28420,52,udp,1,161,56067,,,,,123,3071020103300f02024a69020300ffe304010002010304243022041180001f8880442ab205c35291590000000002010d0204068319090400040004003035041180001f8880442ab205c3529159000000000400a81e020237f002010002010030123010060a2b060106030f01010400410216e1,0,0,2025-06-02T11:18:37.912+0200,1748855917,912739
83.174.135.222,3733433939,172.20.88.54,911742124,18494,244,udp,1,161,33705,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c8000000903005c838fe353a80201010204010f5a220400040004003030040c8000000903005c838fe353a80400a81e020237f002010002010030123010060a2b060106030f0101040041022c93,0,0,2025-06-02T11:18:37.913+0200,1748855917,913037
37.77.56.215,3610791205,172.20.88.54,911742124,15744,47,udp,1,161,54843,,,,,119,306d020103300f02024a69020300ffe304010002010304223020040f800000e804435a323630353036584802010c0204010747dd0400040004003033040f800000e804435a32363035303658480400a81e020237f002010002010030123010060a2b060106030f01010400410205ff,0,0,2025-06-02T11:18:37.913+0200,1748855917,913248
62.112.251.18,318468158,172.20.88.54,911742124,16889,247,udp,1,161,34791,,,,,112,3066020103300e02024a6902020800040100020103041e301c040c00000009030040ce2400a568020109020346541d0400040004003031040c00000009030040ce2400a5680400a81f020237f002010002010030133011060a2b060106030f010104004103008eab,0,0,2025-06-02T11:18:38.629+0200,1748855918,629247
31.160.80.176,2958073887,172.20.88.54,911742124,52183,245,udp,1,161,41069,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c8000000903006cb2ae61dec40201020204014ffb6b0400040004003030040c8000000903006cb2ae61dec40400a81e020237f002010002010030123010060a2b060106030f01010400410228fc,0,0,2025-06-02T11:18:38.630+0200,1748855918,630315
81.173.53.209,3509955921,172.20.88.54,911742124,16618,246,udp,1,161,56419,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300706d1541499002010f0204034d17140400040004003031040c800000090300706d154149900400a81f020237f002010002010030133011060a2b060106030f01010400410301d06f,0,0,2025-06-02T11:18:38.631+0200,1748855918,631033
81.173.57.177,2973347153,172.20.88.54,911742124,17096,246,udp,1,161,36301,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c8000000903005057a89c6c4602010b0204019605fb0400040004003031040c8000000903005057a89c6c460400a81f020237f002010002010030133011060a2b060106030f01010400410362a869,0,0,2025-06-02T11:18:38.631+0200,1748855918,631237
83.167.219.153,2581309267,172.20.88.54,911742124,40104,52,udp,1,161,36738,,,,,95,3055020103300e02024a6902022000040100020103041b3019040b800033870370fc8c12f308020100020100040004000400302304000400a81d020237f00201000201003011300f060a2b060106030f0101040041010c,0,0,2025-06-02T11:18:38.631+0200,1748855918,631345
37.74.43.181,3039513125,172.20.88.54,911742124,57008,239,udp,1,161,44587,,,,,122,3070020103300f02024a69020300ffe304010002010304233021041180001f888073f6cb4d5be813680000000002010202031f7c8a0400040004003035041180001f888073f6cb4d5be81368000000000400a81e020237f002010002010030123010060a2b060106030f010104004102014c,0,0,2025-06-02T11:18:38.631+0200,1748855918,631486
83.174.141.51,864923219,172.20.88.54,911742124,35724,244,udp,1,161,40000,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c8000000903007c0ece94838002010902042deda36b0400040004003031040c8000000903007c0ece9483800400a81f020237f002010002010030133011060a2b060106030f0101040041035e3c9d,0,0,2025-06-02T11:18:38.631+0200,1748855918,631656
46.226.56.11,188277294,172.20.88.54,911742124,60598,242,udp,1,161,47186,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009030070e422eb0d0002010a020405ef539f0400040004003031040c80000009030070e422eb0d000400a81f020237f002010002010030133011060a2b060106030f010104004103018767,0,0,2025-06-02T11:18:38.631+0200,1748855918,631753
46.23.82.227,3813807918,172.20.88.54,911742124,5939,56,udp,1,161,35814,,,,,110,3064020103300f02024a69020300ffe3040100020103041d301b040af5717f7483ef626f650002010602040639b022040004000400302f040af5717f7483ef626f65000400a81f020237f002010002010030133011060a2b060106030f010104004103029976,0,0,2025-06-02T11:18:38.631+0200,1748855918,631849
83.87.245.1,32855891,172.20.88.54,911742124,15302,242,udp,1,161,37017,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300002790fe2000020114020401d33ec40400040004003031040c800000090300002790fe20000400a81f020237f002010002010030133011060a2b060106030f01010400410305054e,0,0,2025-06-02T11:18:38.632+0200,1748855918,632133
77.250.62.0,4127309,172.20.88.54,911742124,3465,242,udp,1,161,42948,,,,,112,3066020103300e02024a69020205dc040100020103041e301c040c80000009030028526128e00002010a020346e60b0400040004003031040c80000009030028526128e0000400a81f020237f002010002010030133011060a2b060106030f01010400410300915d,0,0,2025-06-02T11:18:38.639+0200,1748855918,639567
83.98.237.89,1508729427,172.20.88.54,911742124,22428,244,udp,1,161,58169,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300b0c53ce4ac8002010a020401dc9e320400040004003031040c800000090300b0c53ce4ac800400a81f020237f002010002010030133011060a2b060106030f010104004103120d51,0,0,2025-06-02T11:18:38.639+0200,1748855918,639848
81.173.127.87,1467985233,172.20.88.54,911742124,37063,246,udp,1,161,32958,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300f0f755288ad602011c0204014173340400040004003030040c800000090300f0f755288ad60400a81e020237f002010002010030123010060a2b060106030f0101040041022067,0,0,2025-06-02T11:18:38.639+0200,1748855918,639979
83.174.137.127,2139729491,172.20.88.54,911742124,5062,245,udp,1,161,51831,,,,,113,3067020103300e02024a6902020800040100020103041f301d040c0000000903005c3e06c2ab200201030204020cb1730400040004003031040c0000000903005c3e06c2ab200400a81f020237f002010002010030133011060a2b060106030f0101040041030f80a1,0,0,2025-06-02T11:18:38.640+0200,1748855918,640096
81.173.57.223,3745099089,172.20.88.54,911742124,36609,246,udp,1,161,50040,,,,,111,3065020103300e02024a6902022ee0040100020103042a3028040b800007db03ac751d227a5702010b0204020b49b80400040c0000000000000000000000000400302404000400a81e02010002010002010030133011060a2b060106030f0101040041035a4c19,0,0,2025-06-02T11:18:38.640+0200,1748855918,640254
84.241.140.89,1502409044,172.20.88.54,911742124,49395,243,udp,1,161,54995,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300b0aa77199c72020102020407e223010400040004003031040c800000090300b0aa77199c720400a81f020237f002010002010030133011060a2b060106030f010104004103009646,0,0,2025-06-02T11:18:38.640+0200,1748855918,640738
45.14.135.112,1887899181,172.20.88.54,911742124,63420,53,udp,1,161,60375,,,,,123,3071020103300f02024a69020300ffe304010002010304243022041180001f8880bc248c01aa60a367000000000201020204009a07b80400040004003035041180001f8880bc248c01aa60a367000000000400a81e020237f002010002010030123010060a2b060106030f0101040041020320,0,0,2025-06-02T11:18:38.641+0200,1748855918,641146
37.247.39.61,1026029349,172.20.88.54,911742124,53293,245,udp,1,161,44367,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c8000000903000005740fb2bc02010802040b78a2690400040004003031040c8000000903000005740fb2bc0400a81f020237f002010002010030133011060a2b060106030f010104004103510ee5,0,0,2025-06-02T11:18:38.641+0200,1748855918,641698
85.146.237.165,2783810133,172.20.88.54,911742124,54513,51,udp,1,161,40338,,,,,95,3055020103300e02024a6902022000040100020103041b3019040b800033870370fc8c161568020100020100040004000400302304000400a81d020237f00201000201003011300f060a2b060106030f01010400410138,0,0,2025-06-02T11:18:38.641+0200,1748855918,641993
31.160.11.44,738959391,172.20.88.54,911742124,65076,54,udp,1,161,60703,,,,,125,3073020103300f02024a69020300ffe304010002010304243022041280000c190443303344303745323642334530020101020307ce8d0400040004003037041280000c1904433033443037453236423345300400a81f020237f002010002010030133011060a2b060106030f010104004103008bb9,0,0,2025-06-02T11:18:38.642+0200,1748855918,642454
46.145.137.184,3096023342,172.20.88.54,911742124,12615,245,udp,1,161,53175,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300cc167ed36f5c0201020204062f47570400040004003030040c800000090300cc167ed36f5c0400a81e020237f002010002010030123010060a2b060106030f0101040041023417,0,0,2025-06-02T11:18:38.643+0200,1748855918,643599
80.113.20.79,1326739792,172.20.88.54,911742124,63072,242,udp,1,161,53189,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300002498fa8103020101020405afb49f0400040004003030040c800000090300002498fa81030400a81e020237f002010002010030123010060a2b060106030f0101040041024925,0,0,2025-06-02T11:18:38.643+0200,1748855918,643879
83.174.134.32,545697363,172.20.88.54,911742124,44307,244,udp,1,161,51706,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c8000000903006c416a02f1400201020203457cc20400040004003030040c8000000903006c416a02f1400400a81e020237f002010002010030123010060a2b060106030f01010400410205e7,0,0,2025-06-02T11:18:38.644+0200,1748855918,644059
46.144.94.0,6197294,172.20.88.54,911742124,40508,244,udp,1,161,48714,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c800000090300f80bcbadf530020102020329a1740400040004003030040c800000090300f80bcbadf5300400a81e020237f002010002010030123010060a2b060106030f01010400410202a6,0,0,2025-06-02T11:18:38.644+0200,1748855918,644238
46.144.141.175,2945290286,172.20.88.54,911742124,37784,245,udp,1,161,58943,,,,,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300b08bcf2c24e8020103020402776c440400040004003030040c800000090300b08bcf2c24e80400a81e020237f002010002010030123010060a2b060106030f0101040041021e7a,0,0,2025-06-02T11:18:38.644+0200,1748855918,644559
84.106.34.182,3055708756,172.20.88.54,911742124,34767,50,udp,1,161,45061,,,,,112,3066020103300e02024a6902020578040100020103041f301d040c8000124c05906ebbd4a634330202019d02032936d40400040004003030040c8000124c05906ebbd4a634330400a81e020237f002010002010030123010060a2b060106030f01010400410200cf,0,0,2025-06-02T11:18:38.644+0200,1748855918,644684
37.17.215.33,567742757,172.20.88.54,911742124,36551,245,udp,1,161,37982,,,,,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300ec30919e370302010502040525b3e10400040004003031040c800000090300ec30919e37030400a81f020237f002010002010030133011060a2b060106030f010104004103054a0b,0,0,2025-06-02T11:18:38.645+0200,1748855918,645464
62.207.190.81,1371459390,172.20.88.54,911742124,21793,245,udp,1,161,60468,,,,,111,3065020103300e02024a69020205dc040100020103041e301c040c800000090300a03d6fd2698002011602036d75960400040004003030040c800000090300a03d6fd269800400a81e020237f002010002010030123010060a2b060106030f0101040041020738,0,0,2025-06-02T11:18:38.645+0200,1748855918,645744
85.146.248.146,2465763925,172.20.88.54,911742124,0,50,udp,1,161,53704,,,,,96,3056020103300f02024a69020300ffe304010402010304153013040580003a8c040201000201000400040004003029040580003a8c040400a81e020237f002010002010030123010060a2b060106030f01010400410202d6,0,0,2025-06-02T11:18:38.647+0200,1748855918,647274
79.141.164.188,3164900687,172.20.88.54,911742124,58798,54,udp,1,161,52118,,,,,131,3079020103300f02024a69020300ffe304010002010304273025041780003a8c046d6b745f37392e3134312e3136342e313838020100020100040004000400303a041780003a8c046d6b745f37392e3134312e3136342e3138380400a81d020237f00201000201003011300f060a2b060106030f01010400410101,0,0,2025-06-02T11:18:38.648+0200,1748855918,648357
85.223.23.0,1564501,172.20.88.54,911742124,44041,243,udp,1,161,59522,,,,,111,3065020103300e02024a6902020800040100020103041e301c040c50266000000001003000002702010202036dcde70400040004003030040c5026600000000100300000270400a81e020237f002010002010030123010060a2b060106030f010104004102161e,0,0,2025-06-02T11:18:38.651+0200,1748855918,651662
